11849 11849
3717 1713 64
1713 10285 32
10285 11311 32
11311 2224 32
2224 3506 64
3506 7460 32
7460 7682 32
7682 84 32
84 5413 32
5413 5838 37
5838 651 55
651 7510 32
7510 5430 80
5430 9842 80
9842 10919 96
10919 5215 106
5215 2329 55
2329 5504 32
5504 4849 96
4849 2792 96
2792 5886 154
5886 11085 192
11085 7329 64
7329 9065 192
9065 5528 160
5528 2847 64
2847 5706 128
5706 10268 64
10268 10570 64
10570 6365 96
6365 4703 64
4703 2271 96
2271 6591 110
6591 9189 110
9189 4461 96
4461 11701 64
11701 4819 64
4819 3643 110
3643 1650 64
1650 463 76
463 3301 134
3301 2184 32
2184 9726 32
9726 8041 64
8041 5114 64
5114 11462 96
11462 3733 48
3733 3665 48
3665 4970 32
4970 11559 32
11559 2959 128
2959 6064 128
6064 1951 48
1951 9740 80
9740 70 48
70 3056 48
3056 2399 32
2399 8820 32
8820 4464 128
4464 3 64
3 1317 115
1317 3687 114
3687 2711 81
2711 9625 32
9625 981 32
981 1377 48
1377 1226 48
1226 9961 80
9961 2027 48
2027 791 128
791 2045 128
2045 6045 32
6045 11159 32
11159 11144 48
11144 6408 48
6408 10440 96
10440 6688 64
6688 9120 64
9120 11158 128
11158 3812 48
3812 1857 48
1857 5063 64
5063 7162 64
7162 11777 64
11777 8565 96
8565 4284 110
4284 8752 111
8752 8504 142
8504 6134 54
6134 8467 111
8467 2017 64
2017 1270 81
1270 11496 110
11496 3468 64
3468 2742 33
2742 230 69
230 2958 85
2958 6570 32
6570 3569 85
3569 3298 32
3298 11052 32
11052 7070 32
7070 4175 32
4175 7423 64
7423 1859 65
1859 10814 69
10814 10618 32
10618 6238 32
6238 3861 32
3861 10134 64
10134 5038 32
5038 11156 32
11156 11407 32
11407 9660 64
9660 11070 64
11070 3381 96
3381 235 65
235 8575 138
8575 1036 48
1036 5045 64
5045 7441 110
7441 8974 112
8974 1809 111
1809 3553 73
3553 6565 48
6565 3480 48
3480 7355 48
7355 1607 32
1607 3625 32
3625 3050 32
3050 11589 84
11589 3942 126
3942 9642 37
9642 10816 64
10816 10700 96
10700 186 96
186 5128 32
5128 4051 32
4051 4376 64
4376 5803 32
5803 7931 96
7931 10674 32
10674 5728 32
5728 7757 32
7757 3520 193
3520 1569 85
1569 7166 85
7166 8627 220
8627 9026 110
9026 5087 85
5087 4558 85
4558 7988 110
7988 10935 198
10935 10932 32
10932 4385 32
4385 3817 93
3817 7955 76
7955 4512 96
4512 6916 64
6916 8237 64
8237 947 96
947 6477 32
6477 3556 32
3556 10182 96
10182 4414 96
4414 2692 64
2692 6751 187
6751 2181 32
2181 2740 32
2740 7326 37
7326 4837 95
4837 5080 80
5080 11762 94
11762 9485 39
9485 9621 110
9621 2391 96
2391 49 110
49 9679 96
9679 6552 247
6552 9430 80
9430 11235 32
11235 4940 160
4940 9339 80
9339 9561 80
9561 3046 64
3046 1446 110
1446 10058 32
10058 8282 32
8282 2302 32
2302 10457 48
10457 10857 48
10857 5988 32
5988 11824 110
11824 196 80
196 7311 80
7311 2410 64
2410 6126 128
6126 5674 64
5674 5070 84
5070 4037 46
4037 1394 64
1394 8292 80
8292 1676 110
1676 5100 80
5100 5328 101
5328 1541 73
1541 6036 110
6036 3776 80
3776 5011 80
5011 4566 64
4566 6506 154
6506 2536 64
2536 5885 80
5885 10656 80
10656 3710 110
3710 5073 80
5073 1196 80
1196 2916 64
2916 9114 121
9114 3475 96
3475 10937 104
10937 1483 64
1483 9327 32
9327 9405 91
9405 9964 78
9964 4991 95
4991 2926 112
2926 5589 80
5589 9467 48
9467 2105 32
2105 6461 112
6461 9388 111
9388 3420 33
3420 2582 65
2582 7232 32
7232 7001 128
7001 564 32
564 6585 32
6585 6229 32
6229 6023 64
6023 2445 64
2445 7453 32
7453 4197 111
4197 11392 32
11392 1193 32
1193 10688 158
10688 8664 144
8664 2135 112
2135 8802 64
8802 940 192
940 7962 128
7962 8866 128
8866 633 154
633 9235 128
9235 10121 128
10121 10147 110
10147 11638 110
11638 7898 65
7898 4908 65
4908 10803 110
10803 3006 128
3006 4540 110
4540 11209 224
11209 2570 110
2570 3671 110
3671 8680 96
8680 1801 110
1801 2787 110
2787 10865 160
10865 644 255
644 9806 96
9806 11383 154
11383 7225 110
7225 2420 96
2420 8213 110
8213 672 160
672 8331 154
8331 1542 130
1542 5035 162
5035 3901 154
3901 1422 150
1422 6819 87
6819 708 112
708 11794 112
11794 10787 74
10787 8952 33
8952 7480 32
7480 11346 32
11346 6779 32
6779 8725 32
8725 125 76
125 1678 205
1678 10220 146
10220 11839 110
11839 10704 155
10704 877 275
877 1095 144
1095 8855 144
8855 4621 109
4621 10634 79
10634 6542 32
6542 4028 32
4028 7586 32
7586 7290 33
7290 6943 64
6943 3211 75
3211 10348 44
10348 3601 32
3601 804 32
804 8190 32
8190 10186 64
10186 10468 128
10468 2426 64
2426 10820 92
10820 146 111
146 4758 96
4758 10510 64
10510 11500 110
11500 9690 64
9690 1388 96
1388 5394 154
5394 2511 96
2511 5136 64
5136 9099 160
9099 744 128
744 2188 64
2188 2264 64
2264 5338 64
5338 7726 32
7726 2466 32
2466 3635 64
3635 5332 110
5332 10707 48
10707 898 80
898 5518 64
5518 4754 32
4754 7437 32
7437 6630 64
6630 4602 64
4602 11626 128
11626 8972 96
8972 6244 96
6244 9889 128
9889 9562 96
9562 4589 96
4589 2990 128
2990 3299 128
3299 143 154
143 2660 80
2660 76 48
76 10600 128
10600 4031 64
4031 4891 51
4891 1849 37
1849 1712 32
1712 2490 64
2490 11415 33
11415 1253 63
1253 8164 112
8164 4746 64
4746 238 110
238 11475 64
11475 8656 128
8656 3411 32
3411 1724 32
1724 10898 73
10898 1981 59
1981 530 110
530 6071 83
6071 10042 109
10042 260 212
260 6472 147
6472 7928 64
7928 5336 80
5336 9073 128
9073 4475 112
4475 3883 69
3883 6355 96
6355 6828 65
6828 3734 32
3734 10951 32
10951 6350 183
6350 10044 121
10044 9068 48
9068 7463 110
7463 5085 144
5085 6987 96
6987 3241 96
3241 4586 281
4586 11596 96
11596 3157 144
3157 7377 137
7377 505 64
505 5497 64
5497 7801 32
7801 3576 32
3576 10171 60
10171 821 111
821 5842 96
5842 6450 32
6450 4690 64
4690 10939 32
10939 10766 96
10766 3363 112
3363 1447 111
1447 9591 139
9591 6970 110
6970 8120 110
8120 8596 110
8596 6994 80
6994 5006 75
5006 2199 111
2199 6139 73
6139 3728 85
3728 7281 85
7281 2844 70
2844 92 94
92 8248 102
8248 4022 80
4022 6800 80
6800 7115 96
7115 11164 144
11164 8921 110
8921 2518 48
2518 6964 208
6964 5681 80
5681 407 96
407 9066 64
9066 4497 64
4497 3824 64
3824 3509 96
3509 8934 110
8934 62 96
62 8333 64
8333 2081 64
2081 6896 64
6896 10596 96
10596 4338 80
4338 2139 121
2139 1169 32
1169 5020 96
5020 6058 32
6058 4950 32
4950 6463 32
6463 6655 32
6655 11304 32
11304 11570 32
11570 6102 96
6102 1958 64
1958 8826 64
8826 8521 110
8521 11594 110
11594 10938 110
10938 1871 154
1871 1708 110
1708 2632 110
2632 11519 128
11519 9697 110
9697 7820 110
7820 8501 154
8501 6395 39
6395 3377 68
3377 2446 64
2446 1581 64
1581 4311 64
4311 4220 96
4220 6516 80
6516 11109 155
11109 8937 112
8937 7183 73
7183 5037 98
5037 5529 73
5529 6574 64
6574 3707 64
3707 7476 110
7476 9218 32
9218 9573 32
9573 2658 80
2658 10452 128
10452 9396 111
9396 9508 65
9508 8487 33
8487 4124 32
4124 5133 85
5133 2417 44
2417 5628 32
5628 7581 32
7581 6808 32
6808 1154 64
1154 7443 89
7443 8722 85
8722 7128 33
7128 2818 32
2818 3546 64
3546 19 32
19 1902 33
1902 6940 69
6940 579 32
579 10785 32
10785 5500 33
5500 7624 64
7624 10426 87
10426 11488 54
11488 11672 69
11672 6397 79
6397 8959 179
8959 7493 80
7493 10006 110
10006 6824 80
6824 8526 137
8526 7948 32
7948 5221 43
5221 8624 75
8624 2076 33
2076 9169 32
9169 6062 32
6062 9193 32
9193 11690 32
11690 4229 32
4229 1787 97
1787 5830 65
5830 8280 32
8280 4325 32
4325 3831 218
3831 11390 110
11390 3595 64
3595 6825 100
6825 578 111
578 4639 194
4639 10179 32
10179 4825 32
4825 11459 32
11459 7180 32
7180 9693 227
9693 34 110
34 571 160
571 3064 110
3064 9195 111
9195 9069 108
9069 2578 110
2578 2483 110
2483 6907 110
6907 1803 96
1803 8108 80
8108 828 101
828 2553 33
2553 533 69
533 1866 33
1866 3958 32
3958 1722 32
1722 3003 33
3003 6259 69
6259 5164 32
5164 7824 65
7824 8226 32
8226 7687 69
7687 10410 32
10410 5192 75
5192 8353 196
8353 1654 110
1654 7216 110
7216 10608 162
10608 8660 140
8660 9083 110
9083 3626 64
3626 4345 64
4345 6452 110
6452 10107 154
10107 7083 230
7083 22 222
22 3791 48
3791 2533 80
2533 7277 137
7277 8868 223
8868 2322 154
2322 8607 192
8607 806 80
806 7471 80
7471 4869 154
4869 2696 48
2696 3966 32
3966 3009 32
3009 7727 48
7727 6211 111
6211 11479 111
11479 9720 32
9720 6210 64
6210 179 64
179 6514 115
6514 2049 115
2049 4620 111
4620 8042 155
8042 10370 64
10370 11568 64
11568 5285 160
5285 7797 110
7797 9267 160
9267 7312 64
7312 6416 64
6416 7828 110
7828 8593 64
8593 740 64
740 119 39
119 1671 183
1671 11249 64
11249 6945 64
6945 1684 64
1684 1131 96
1131 5414 32
5414 4318 32
4318 10648 154
10648 7376 64
7376 8592 101
8592 10111 84
10111 7952 64
7952 2359 64
2359 10167 64
10167 10861 157
10861 6303 115
6303 9544 101
9544 10259 33
10259 1337 32
1337 980 32
980 7652 32
7652 6499 96
6499 1050 64
1050 1187 79
1187 5091 79
5091 178 79
178 3919 37
3919 7395 69
7395 10043 33
10043 9836 65
9836 9248 69
9248 1319 32
1319 4381 32
4381 11812 32
11812 834 32
834 569 32
569 8538 32
8538 9404 64
9404 2454 32
2454 7887 76
7887 7414 155
7414 8775 112
8775 6173 144
6173 3410 110
3410 4971 64
4971 3917 80
3917 10101 125
10101 5799 140
5799 2825 110
2825 701 269
701 3750 32
3750 4015 32
4015 11525 32
11525 8223 32
8223 1838 32
1838 11106 64
11106 1217 32
1217 11673 32
11673 11315 32
11315 9450 32
9450 4164 32
4164 703 37
703 8150 54
8150 596 139
596 5264 260
5264 8821 68
8821 3757 110
3757 8288 64
8288 826 96
826 11583 96
11583 8132 80
8132 8366 110
8366 2565 53
2565 8781 39
8781 5167 68
5167 8081 39
8081 5143 39
5143 1935 68
1935 6745 39
6745 298 136
298 8395 64
8395 3392 96
3392 247 96
247 8256 80
8256 6500 192
6500 10890 80
10890 3085 128
3085 5476 96
5476 1286 64
1286 6150 167
6150 5877 32
5877 11609 32
11609 1744 110
1744 4280 64
4280 241 96
241 6854 110
6854 655 39
655 8245 64
8245 7844 99
7844 8332 32
8332 3237 48
3237 6979 110
6979 5712 80
5712 1090 128
1090 7482 127
7482 7841 79
7841 11077 65
11077 8899 33
8899 4808 64
4808 9567 32
9567 5375 64
5375 570 64
570 11655 32
11655 3341 32
3341 3792 32
3792 3295 32
3295 1128 32
1128 243 32
243 4916 32
4916 2695 33
2695 4860 64
4860 2257 96
2257 5543 134
5543 7 91
7 2542 111
2542 4421 111
4421 5030 155
5030 3131 96
3131 7603 96
7603 73 32
73 6016 64
6016 3442 80
3442 922 110
922 10474 98
10474 5313 98
5313 10753 110
10753 4486 176
4486 10838 64
10838 10419 64
10419 10728 111
10728 4044 98
4044 604 73
604 8623 73
8623 8818 176
8818 10321 64
10321 8244 64
8244 10016 160
10016 10673 64
10673 1636 96
1636 1749 110
1749 2975 96
2975 5097 64
5097 265 110
265 2299 32
2299 781 32
781 8317 128
8317 799 64
799 138 73
138 3256 46
3256 8528 46
8528 4629 84
4629 7187 128
7187 7371 32
7371 818 32
818 8340 48
8340 10222 48
10222 8125 48
8125 9983 64
9983 11620 48
11620 9524 32
9524 11369 48
11369 5300 48
5300 3963 48
3963 11397 48
11397 8636 64
8636 2352 64
2352 1498 96
1498 8758 96
8758 7445 80
7445 5787 112
5787 11321 96
11321 8874 64
8874 8847 110
8847 11063 64
11063 9895 96
9895 2036 112
2036 3406 80
3406 1757 96
1757 8337 96
8337 7199 64
7199 7916 110
7916 4210 85
4210 2119 85
2119 2656 110
2656 5805 64
5805 11338 96
11338 7681 96
7681 5682 80
5682 2174 112
2174 2946 96
2946 9749 64
9749 5055 128
5055 5125 64
5125 11779 128
11779 8910 96
8910 8002 64
8002 3886 96
3886 3989 115
3989 3753 85
3753 3799 32
3799 11322 32
11322 1567 32
1567 6648 96
6648 10482 32
10482 314 32
314 7109 32
7109 5424 64
5424 8082 32
8082 1853 32
1853 4244 32
4244 10284 77
10284 11355 75
11355 756 128
756 5437 84
5437 8013 84
8013 1702 192
1702 3212 154
3212 7133 124
7133 7508 112
7508 4426 91
4426 75 91
75 6539 240
6539 4151 96
4151 9786 64
9786 7591 96
7591 5860 128
5860 3308 64
3308 566 208
566 3164 48
3164 1775 32
1775 2172 64
2172 7649 32
7649 2444 32
2444 388 64
388 9463 32
9463 2304 32
2304 5368 64
5368 4655 224
4655 8241 64
8241 8823 64
8823 6055 128
6055 1850 128
1850 7344 264
7344 11663 110
11663 1113 128
1113 254 169
254 8728 128
8728 8085 110
8085 11771 64
11771 1946 64
1946 2232 110
2232 8783 128
8783 4465 110
4465 4909 128
4909 7807 256
7807 1302 110
1302 6468 324
6468 2763 378
2763 6944 272
6944 11685 208
11685 2801 96
2801 5481 64
5481 7629 160
7629 5101 32
5101 8726 32
8726 9269 128
9269 6182 32
6182 3055 32
3055 9315 55
9315 7676 37
7676 6912 32
6912 5534 96
5534 5193 128
5193 4328 32
4328 7688 32
7688 9173 64
9173 2668 43
2668 8815 121
8815 2807 104
2807 6341 32
6341 2771 32
2771 6266 32
6266 1105 64
1105 5135 32
5135 9052 96
9052 6367 32
6367 10715 43
10715 3494 89
3494 7739 99
7739 4878 143
4878 8368 112
8368 1860 137
1860 7399 80
7399 4095 48
4095 2130 64
2130 2042 64
2042 6479 48
6479 3504 32
3504 4386 48
4386 3560 48
3560 10309 32
10309 2865 107
2865 6361 91
6361 5249 259
5249 10411 64
10411 8641 32
8641 1544 70
1544 11558 89
11558 1436 64
1436 7529 32
7529 8998 32
8998 4658 32
4658 3213 32
3213 11534 64
11534 1348 32
1348 2356 64
2356 5412 32
5412 6972 32
6972 392 64
392 10628 32
10628 8068 32
8068 7992 32
7992 964 65
964 137 154
137 2564 43
2564 6270 32
6270 6580 32
6580 11197 64
11197 7212 32
7212 9849 32
9849 6384 64
6384 1431 32
1431 3513 32
3513 10788 32
10788 5858 64
5858 3443 32
3443 9314 32
9314 10481 64
10481 1966 64
1966 11233 96
11233 8574 32
8574 4679 32
4679 133 64
133 8499 32
8499 6616 32
6616 6423 32
6423 8681 64
8681 7569 32
7569 375 32
375 3909 65
3909 11648 69
11648 5614 224
5614 6112 97
6112 1147 32
1147 8669 32
8669 190 47
190 6551 32
6551 4216 121
4216 4207 110
4207 5689 170
5689 2289 125
2289 9423 110
9423 11654 112
11654 4231 48
4231 9483 80
9483 5123 64
5123 1314 80
1314 3912 80
3912 4179 64
4179 1380 80
1380 1805 80
1805 11783 64
11783 9771 64
9771 5990 64
5990 2905 80
2905 1875 80
1875 6110 64
6110 5232 64
5232 5695 64
5695 6596 276
6596 10868 110
10868 4708 110
4708 10156 144
10156 9161 110
9161 945 110
945 3061 128
3061 7926 110
7926 2283 110
2283 1371 154
1371 11674 110
11674 1980 110
1980 3876 128
3876 8478 110
8478 11312 110
11312 3800 144
3800 8201 110
8201 38 110
38 3629 110
3629 1523 80
1523 5887 64
5887 6849 64
6849 191 64
191 6582 80
6582 3702 91
3702 5377 113
5377 2884 44
2884 2407 32
2407 8790 32
8790 7195 32
7195 10191 64
10191 7058 80
7058 3027 96
3027 5434 80
5434 4785 64
4785 8697 64
8697 6838 64
6838 11332 169
11332 9911 32
9911 5909 32
5909 1932 64
1932 10025 32
10025 2677 32
2677 7856 73
7856 7826 53
7826 6767 33
6767 11652 32
11652 10319 32
10319 2440 96
2440 2079 64
2079 3685 64
3685 8774 89
8774 8735 111
8735 6704 111
6704 1810 117
1810 9783 110
9783 8566 144
8566 1733 110
1733 64 144
64 5958 110
5958 8890 204
8890 674 111
674 2814 64
2814 11337 80
11337 1491 48
1491 6206 48
6206 3904 48
3904 325 64
325 9685 64
9685 5983 160
5983 4340 247
4340 435 129
435 10671 81
10671 5348 59
5348 10587 48
10587 5751 64
5751 6815 64
6815 4361 96
4361 6775 80
6775 6643 64
6643 3663 80
3663 8657 80
8657 3959 64
3959 6526 64
6526 960 64
960 1996 110
1996 10461 110
10461 9214 128
9214 5211 110
5211 10078 144
10078 3467 110
3467 11213 144
11213 9661 110
9661 8436 171
8436 3242 111
3242 11711 144
11711 5017 110
5017 6460 160
6460 3658 110
3658 7761 125
7761 3128 170
3128 5736 110
5736 7473 160
7473 5616 128
5616 4614 32
4614 9671 48
9671 9833 80
9833 6070 32
6070 7117 32
7117 619 32
619 6612 192
6612 2724 64
2724 8683 32
8683 4857 48
4857 9393 80
9393 10655 216
10655 3849 33
3849 4518 227
4518 3143 128
3143 10852 32
10852 5184 111
5184 11770 98
11770 567 80
567 9841 64
9841 1182 73
1182 1765 80
1765 4935 64
4935 10366 121
10366 2687 112
2687 11612 128
11612 681 64
681 10720 121
10720 8788 48
8788 6065 32
6065 9572 32
9572 3949 110
3949 10691 64
10691 3180 112
3180 5321 92
5321 5868 116
5868 3935 48
3935 6816 32
6816 4929 48
4929 7616 110
7616 8308 80
8308 4450 172
4450 8595 32
8595 1945 64
1945 3787 96
3787 245 32
245 9989 64
9989 9863 64
9863 3568 32
3568 6556 32
6556 11554 64
11554 4583 32
4583 7006 89
7006 10356 33
10356 1176 96
1176 1759 32
1759 1835 32
1835 11295 32
11295 1416 64
1416 9664 256
9664 9145 32
9145 1515 32
1515 4764 32
4764 10328 96
10328 10310 160
10310 2649 32
2649 6390 32
6390 11134 96
11134 3721 64
3721 8180 64
8180 7618 32
7618 10257 32
10257 5690 192
5690 10742 32
10742 2155 96
2155 5230 32
5230 3134 32
3134 10706 32
10706 8057 32
8057 2943 64
2943 1349 43
1349 10849 196
10849 11739 69
11739 7297 128
7297 8457 32
8457 10685 64
10685 8882 32
8882 9275 32
9275 8255 64
8255 3651 32
3651 7335 64
7335 5402 32
5402 8739 32
8739 11123 32
11123 10553 64
10553 9938 32
9938 3076 32
3076 8027 32
8027 5884 32
5884 5512 49
5512 9460 76
9460 3844 368
3844 10943 121
10943 2298 192
2298 9199 176
9199 5771 69
5771 10235 78
10235 5623 96
5623 1462 80
1462 1858 96
1858 9292 64
9292 387 48
387 3096 48
3096 9369 64
9369 10237 64
10237 9131 64
9131 8762 64
8762 11192 64
11192 1855 167
1855 2339 32
2339 3868 64
3868 6682 32
6682 6283 147
6283 2252 94
2252 6216 32
6216 8212 160
8212 5326 48
5326 9832 64
9832 10653 112
10653 889 160
889 3908 32
3908 1921 32
1921 9757 32
9757 8449 32
8449 10060 48
10060 11452 80
11452 3408 112
3408 2148 80
2148 9438 48
9438 10253 112
10253 6273 190
6273 6213 32
6213 1997 32
1997 2226 32
2226 727 96
727 6333 160
6333 11167 32
11167 3316 32
3316 10422 96
10422 1625 64
1625 8127 64
8127 6371 32
6371 11637 32
11637 3108 192
3108 9741 32
9741 6205 127
6205 2612 32
2612 5505 32
5505 9085 32
9085 2073 32
2073 2005 64
2005 2120 261
2120 6797 128
6797 6228 32
6228 1171 64
1171 9985 32
9985 10718 32
10718 9629 64
9629 8653 32
8653 8618 64
8618 7990 32
7990 10491 32
10491 4404 33
4404 5735 89
5735 11200 32
11200 1037 32
1037 6957 32
6957 3842 96
3842 4628 64
4628 10564 32
10564 7745 32
7745 1499 32
1499 2909 32
2909 4745 32
4745 1584 32
1584 2318 32
2318 5854 32
5854 1611 32
1611 9258 96
9258 7014 32
7014 1740 32
1740 11199 32
11199 3523 32
3523 2195 32
2195 6872 32
6872 5740 32
5740 5103 32
5103 5583 32
5583 4074 32
4074 8594 32
8594 4262 96
4262 643 192
643 1079 96
1079 370 131
370 8105 69
8105 9474 177
9474 8640 80
8640 5148 64
5148 10712 48
10712 9220 48
9220 11163 96
11163 9179 96
9179 4230 48
4230 128 187
128 8216 187
8216 10821 155
10821 10062 96
10062 2848 96
2848 6263 128
6263 2716 32
2716 4579 128
4579 4066 32
4066 5821 32
5821 6831 32
6831 7339 32
7339 4077 254
4077 8184 188
8184 868 188
868 9855 96
9855 4652 188
4652 1248 64
1248 8398 32
8398 8309 64
8309 3302 64
3302 5525 80
5525 11298 80
11298 10270 48
10270 9141 48
9141 11367 96
11367 7758 96
7758 3798 48
3798 7224 176
7224 5107 144
5107 6457 144
6457 2374 128
2374 1324 144
1324 2018 96
2018 9610 176
9610 6188 96
6188 5153 144
5153 688 128
688 4656 156
4656 7153 181
7153 5501 32
5501 8433 32
8433 3092 224
3092 6618 308
6618 2207 192
2207 9924 176
9924 6575 32
6575 2664 48
2664 5446 96
5446 10115 92
10115 5626 111
5626 8415 80
8415 1415 64
1415 3405 48
3405 285 48
285 3007 64
3007 10449 64
10449 7444 64
7444 4153 64
4153 10225 64
10225 11381 32
11381 9775 48
9775 831 48
831 4424 32
4424 1005 64
1005 9181 32
9181 3097 32
3097 11234 209
11234 995 32
995 2546 32
2546 8996 96
8996 2880 96
2880 1840 96
1840 8344 128
8344 4919 128
4919 4177 96
4177 11492 144
11492 10368 121
10368 7967 33
7967 8019 96
8019 2782 64
2782 4591 32
4591 3953 32
3953 9223 32
9223 913 32
913 11316 32
11316 9778 32
9778 8845 32
8845 10302 32
10302 10262 32
10262 5938 70
5938 24 76
24 9512 194
9512 9908 110
9908 10229 121
10229 8090 44
8090 1204 54
1204 304 33
304 2037 32
2037 1583 32
1583 4501 169
4501 7654 144
7654 1362 112
1362 2850 110
2850 10332 112
10332 228 112
228 7806 110
7806 1533 137
1533 8488 184
8488 11145 64
11145 3160 32
3160 1758 171
1758 6317 135
6317 1490 97
1490 3768 48
3768 10895 48
10895 4600 155
4600 5763 124
5763 11473 108
11473 3181 538
3181 253 462
253 2985 117
2985 6128 114
6128 5948 69
5948 11178 198
11178 11678 111
11678 8373 73
8373 4006 73
4006 7889 73
7889 11809 73
11809 7365 92
7365 9933 214
9933 5092 89
5092 7057 33
7057 8078 32
8078 1477 85
1477 10298 64
10298 4835 32
4835 7449 32
7449 11186 32
11186 7768 32
7768 6315 32
6315 8925 64
8925 1845 32
1845 319 215
319 5957 48
5957 11366 64
11366 10974 160
10974 1808 64
1808 11025 32
11025 2065 32
2065 5934 64
5934 1088 64
1088 5068 32
5068 4791 94
4791 7366 178
7366 7902 90
7902 7503 131
7503 8430 95
8430 3382 80
3382 6681 64
6681 7912 64
7912 2171 80
2171 11451 121
11451 10709 110
10709 8004 170
8004 10508 73
10508 332 73
332 9565 73
9565 1791 96
1791 5973 208
5973 4983 32
4983 11497 32
11497 111 32
111 10580 32
10580 7008 32
7008 7164 32
7164 6727 96
6727 3688 64
3688 7464 32
7464 11201 32
11201 6415 32
6415 1062 32
1062 4040 32
4040 2040 96
2040 2734 48
2734 10322 208
10322 6462 48
6462 8719 80
8719 11015 80
11015 6099 112
6099 10337 32
10337 10324 64
10324 4302 32
4302 9378 64
9378 743 32
743 6047 32
6047 1576 48
1576 10916 48
10916 6666 64
6666 9072 64
9072 8576 96
8576 4176 64
4176 3432 48
3432 3869 48
3869 4946 144
4946 10954 111
10954 8688 155
8688 4610 48
4610 10813 64
10813 1548 48
1548 7278 157
7278 9921 112
9921 9649 112
9649 3837 115
3837 6558 32
6558 3544 64
3544 5717 169
5717 1516 110
1516 2458 110
2458 9198 96
9198 702 32
702 10719 48
10719 949 64
949 7576 48
7576 7303 32
7303 2671 64
2671 5109 64
5109 10389 80
10389 6422 112
6422 4838 255
4838 4710 64
4710 623 32
623 1942 114
1942 2183 143
2183 7265 149
7265 930 160
930 9925 48
9925 9506 258
9506 10678 96
10678 5443 32
5443 185 96
185 10979 32
10979 4224 64
4224 5190 85
5190 9727 64
9727 3804 32
3804 504 111
504 6446 32
6446 7874 32
7874 2097 32
2097 3682 96
3682 2368 64
2368 2009 65
2009 3122 89
3122 11281 96
11281 5939 32
5939 1968 32
1968 201 64
201 2939 32
2939 5156 32
5156 1668 64
1668 135 32
135 10246 32
10246 8804 96
8804 6496 32
6496 11804 64
11804 2190 96
2190 11471 32
11471 3566 32
3566 3660 32
3660 9365 32
9365 1186 96
1186 9272 32
9272 11618 32
11618 8131 64
8131 7347 64
7347 4192 64
4192 6094 64
6094 1680 64
1680 3081 64
3081 9669 32
9669 3873 32
3873 10048 32
10048 5776 96
5776 10372 32
10372 425 64
425 8103 32
8103 165 64
165 7192 96
7192 9251 32
9251 8130 64
8130 1070 32
1070 4725 96
4725 3048 32
3048 4999 32
4999 7098 96
7098 10010 32
10010 460 32
460 9234 96
9234 6744 32
6744 4508 64
4508 7892 32
7892 9469 32
9469 4065 69
4065 6701 64
6701 10523 120
10523 5541 32
5541 7831 80
7831 2559 80
2559 8904 176
8904 4459 48
4459 3972 32
3972 1873 32
1873 1438 32
1438 3258 162
3258 647 112
647 11428 96
11428 4782 160
4782 2635 112
2635 10784 80
10784 2805 96
2805 6802 64
6802 4052 110
4052 4554 110
4554 4217 48
4217 318 48
318 7230 112
7230 5574 96
5574 4738 230
4738 2778 112
2778 955 110
955 750 112
750 7750 160
7750 8809 160
8809 2432 112
2432 11240 112
11240 4565 80
4565 2217 96
2217 7565 112
7565 9215 110
9215 3335 64
3335 8342 48
8342 6519 96
6519 11287 32
11287 6949 48
6949 8746 64
8746 6832 48
6832 9560 112
9560 10855 160
10855 6906 110
6906 2414 110
2414 2529 48
2529 9304 32
9304 4611 32
4611 10377 32
10377 5315 48
5315 670 64
670 6793 64
6793 8443 64
8443 10854 80
10854 736 80
736 6483 64
6483 3106 80
3106 8522 154
8522 11746 144
11746 1664 160
1664 9343 128
9343 85 112
85 5398 64
5398 5940 80
5940 10717 192
10717 2790 112
2790 8861 96
8861 7086 178
7086 1372 124
1372 2654 73
2654 8179 198
8179 2527 155
2527 1617 137
1617 10626 96
10626 9526 64
9526 3204 160
3204 6438 204
6438 7120 112
7120 11045 64
11045 9054 144
9054 2475 48
2475 2074 32
2074 11799 32
11799 3748 32
3748 11624 48
11624 122 64
122 1168 111
1168 8730 111
8730 6011 112
6011 9475 110
9475 3693 110
3693 10900 198
10900 168 140
168 8858 110
8858 2908 128
2908 5716 110
5716 1926 110
1926 9707 96
9707 7172 128
7172 4885 80
4885 10740 80
10740 2221 112
2221 12 80
12 5603 192
5603 9303 96
9303 690 112
690 7513 157
7513 3148 64
3148 8942 128
8942 6622 32
6622 11273 48
11273 10945 80
10945 7635 32
7635 6381 32
6381 2642 48
2642 10512 111
10512 4271 155
4271 7949 96
7949 10443 84
10443 1509 112
1509 3431 80
3431 4403 192
4403 2968 182
2968 6072 96
6072 7013 32
7013 3882 48
3882 5759 112
5759 7034 48
7034 9701 48
9701 7911 110
7911 8931 112
8931 9763 128
9763 968 64
968 2390 137
2390 1618 64
1618 1360 32
1360 1092 32
1092 8128 32
8128 416 32
416 1361 32
1361 9724 32
9724 5760 64
5760 16 64
16 11756 110
11756 1864 64
1864 3593 64
3593 9078 64
9078 10216 64
10216 692 64
692 9212 64
9212 7049 144
7049 3770 110
3770 7505 111
7505 11280 111
11280 9710 96
9710 1642 112
1642 3039 48
3039 6066 32
6066 7593 112
7593 4011 110
4011 3219 112
3219 3657 80
3657 6663 110
6663 6900 110
6900 57 80
57 4914 110
4914 2295 112
2295 4889 110
